Contig	Contig_ID	ORF	ORF_ID	ARG	ARG_SNPs	AMR_category	AMR_sub_class	Resistance_mechanism	Database	MGE_prediction	genome_name	newgenome_name
c_000000000044	0000000044	44_86	0000003212	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
c_000000000051	0000000051	51_27	0000003502	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
c_000000000004	0000000004	4_55	0000000372	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000008	0000000008	8_11	0000000659	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000010	0000000010	10_73	0000000895	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000011	0000000011	11_22	0000000918	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000018	0000000018	18_22	0000001544	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000028	0000000028	28_26	0000002312	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000044	0000000044	44_84	0000003225	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000049	0000000049	49_27	0000003425	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874135_1_ASM987413v1_genomic	GCA_009874135
c_000000000005	0000000005	5_55	0000000480	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000009	0000000009	9_11	0000000767	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000010	0000000010	10_2	0000000856	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000011	0000000011	11_22	0000000950	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000022	0000000022	22_148	0000002014	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000026	0000000026	26_36	0000002276	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000046	0000000046	46_27	0000003353	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000066	0000000066	66_84	0000003916	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874145_1_ASM987414v1_genomic	GCA_009874145
c_000000000011	0000000011	11_55	0000000383	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000016	0000000016	16_73	0000000821	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000024	0000000024	24_23	0000001518	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000029	0000000029	29_22	0000001876	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000037	0000000037	37_36	0000002384	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000052	0000000052	52_84	0000003131	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000053	0000000053	53_1	0000003194	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000056	0000000056	56_27	0000003315	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000076	0000000076	76_14	0000003952	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	RGI	unclassified	GCA_009874155_1_ASM987415v1_genomic	GCA_009874155
c_000000000015	0000000015	15_55	0000000298	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000020	0000000020	20_2	0000000665	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000030	0000000030	30_20	0000001595	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000034	0000000034	34_22	0000001840	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000037	0000000037	37_36	0000002157	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000056	0000000056	56_84	0000003167	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000063	0000000063	63_27	0000003428	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000083	0000000083	83_12	0000004022	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009874195_1_ASM987419v1_genomic	GCA_009874195
c_000000000008	0000000008	8_55	0000000382	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000012	0000000012	12_2	0000000661	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000021	0000000021	21_20	0000001502	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000026	0000000026	26_22	0000001827	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000029	0000000029	29_36	0000002143	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000048	0000000048	48_84	0000003135	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000050	0000000050	50_1	0000003230	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000054	0000000054	54_27	0000003375	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874205_1_ASM987420v1_genomic	GCA_009874205
c_000000000002	0000000002	2_2	0000000004	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000005	0000000005	5_55	0000000445	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000012	0000000012	12_22	0000000993	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000019	0000000019	19_22	0000001631	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000028	0000000028	28_36	0000002357	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000045	0000000045	45_84	0000003253	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000049	0000000049	49_27	0000003426	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000066	0000000066	66_1	0000003859	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	unclassified	GCA_009876345_1_ASM987634v1_genomic	GCA_009876345
c_000000000006	0000000006	6_55	0000000374	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000011	0000000011	11_72	0000000811	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000013	0000000013	13_22	0000000919	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000020	0000000020	20_21	0000001541	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000028	0000000028	28_26	0000002135	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000046	0000000046	46_84	0000003118	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000050	0000000050	50_1	0000003276	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000054	0000000054	54_27	0000003421	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876375_1_ASM987637v1_genomic	GCA_009876375
c_000000000008	0000000008	8_11	0000000674	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000010	0000000010	10_72	0000000909	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000018	0000000018	18_22	0000001621	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000022	0000000022	22_22	0000001871	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000028	0000000028	28_58	0000002383	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000044	0000000044	44_84	0000003277	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000047	0000000047	47_28	0000003415	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000066	0000000066	66_26	0000003887	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009876385_1_ASM987638v1_genomic	GCA_009876385
c_000000000005	0000000005	5_55	0000000264	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000010	0000000010	10_2	0000000622	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000013	0000000013	13_22	0000000888	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000019	0000000019	19_23	0000001432	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000025	0000000025	25_42	0000001993	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000031	0000000031	31_36	0000002375	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000046	0000000046	46_84	0000003187	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000051	0000000051	51_27	0000003395	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876415_1_ASM987641v1_genomic	GCA_009876415
c_000000000005	0000000005	5_55	0000000352	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000014	0000000014	14_2	0000000849	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000024	0000000024	24_21	0000001843	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000026	0000000026	26_22	0000001952	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000031	0000000031	31_26	0000002372	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000041	0000000041	41_1	0000002965	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000048	0000000048	48_84	0000003305	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000051	0000000051	51_27	0000003444	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009876425_1_ASM987642v1_genomic	GCA_009876425
c_000000000001	0000000001	1_1056	0000001056	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	GCA_012271835_1_ASM1227183v1_genomic_dvf	GCA_012271835
c_000000000001	0000000001	1_1342	0000001342	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_012271835_1_ASM1227183v1_genomic_dvf	GCA_012271835
c_000000000002	0000000002	2_1424	0000003202	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_012271835_1_ASM1227183v1_genomic_dvf	GCA_012271835
c_000000000002	0000000002	2_1654	0000003432	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_012271835_1_ASM1227183v1_genomic_dvf	GCA_012271835
c_000000000002	0000000002	2_94	0000001872	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_012271835_1_ASM1227183v1_genomic_dvf	GCA_012271835
c_000000000001	0000000001	1_472	0000000472	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_902165885_1_26009_2_3_genomic	GCA_902165885
c_000000000002	0000000002	2_179	0000000664	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_902165885_1_26009_2_3_genomic	GCA_902165885
c_000000000006	0000000006	6_250	0000002073	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_902165885_1_26009_2_3_genomic	GCA_902165885
c_000000000010	0000000010	10_9	0000002805	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	unclassified	GCA_902165885_1_26009_2_3_genomic	GCA_902165885
c_000000000017	0000000017	17_41	0000003809	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_902165885_1_26009_2_3_genomic	GCA_902165885
c_000000000027	0000000027	27_6	0000004342	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_902165885_1_26009_2_3_genomic	GCA_902165885
c_000000000001	0000000001	1_295	0000000295	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000001	0000000001	1_295	0000000295	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000002	0000000002	2_1106	0000002540	VATB	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000002	0000000002	2_888	0000002322	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000002	0000000002	2_96	0000001530	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000003	0000000003	3_1069	0000003698	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000003	0000000003	3_1069	0000003698	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000003	0000000003	3_812	0000003441	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000003	0000000003	3_812	0000003441	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000004	0000000004	4_341	0000004138	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000005	0000000005	5_73	0000004337	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000006	0000000006	6_143	0000004732	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_902374605_1_MGYG_HGUT_01396_genomic	GCA_902374605
c_000000000001	0000000001	1_314	0000000314	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000001	0000000001	1_497	0000000497	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000008	0000000003	3_1488	0000003337	LSA	n/a	multidrug	oxazolidinone antibiotic;lincosamide antibiotic;tetracycline antibiotic;tetracycline antibiotic;streptogramin antibiotic;macrolide antibiotic;pleuromutilin antibiotic; phenicol antibiotic	antibiotic target protection	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000008	0000000003	3_1531	0000003380	TET(W/N/W)	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000008	0000000003	3_959	0000002808	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000008	0000000003	3_984	0000002833	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000009	0000000004	4_365	0000003747	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000009	0000000004	4_556	0000003938	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
c_000000000012	0000000007	7_7	0000004092	TETM	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (plasmid/phage)	GCA_903181455_1_NZ_Clostridium_innocuum_9H7_BL_hyb_genomic	GCA_903181455
NODE_30_length_58494_cov_12.796220	0000000030	30_15	0000003429	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535044	SRR12535044
NODE_32_length_55008_cov_12.447204	0000000032	32_40	0000003568	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535044	SRR12535044
NODE_47_length_36861_cov_11.170224	0000000047	47_12	0000004205	VATB	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	ambiguous (plasmid/phage)	SRR12535044	SRR12535044
NODE_53_length_23683_cov_12.733019	0000000053	53_2	0000004405	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535044	SRR12535044
NODE_62_length_15107_cov_12.151402	0000000062	62_8	0000004570	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535044	SRR12535044
NODE_7_length_128434_cov_11.442525	0000000007	7_37	0000001429	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535044	SRR12535044
NODE_9_length_114009_cov_11.837261	0000000009	9_53	0000001698	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535044	SRR12535044
NODE_10_length_113963_cov_5.542061	0000000010	10_53	0000001869	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	SRR12535045	SRR12535045
NODE_26_length_58487_cov_6.136926	0000000026	26_15	0000003128	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535045	SRR12535045
NODE_29_length_55011_cov_5.989523	0000000029	29_13	0000003298	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535045	SRR12535045
NODE_45_length_36860_cov_5.383279	0000000045	45_12	0000003987	VATB	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	ambiguous (plasmid/phage)	SRR12535045	SRR12535045
NODE_58_length_23685_cov_6.206512	0000000058	58_2	0000004373	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535045	SRR12535045
NODE_68_length_15107_cov_5.711215	0000000068	68_8	0000004563	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535045	SRR12535045
NODE_8_length_128434_cov_5.508717	0000000008	8_92	0000001655	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535045	SRR12535045
NODE_1_length_522888_cov_15.599075	0000000001	1_453	0000000453	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	SRR12535046	SRR12535046
NODE_15_length_84175_cov_16.478536	0000000015	15_54	0000003563	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535046	SRR12535046
