ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description	genome_name
0000000596	7_27	PF00903.20	46.1	1.3e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874095_1_ASM987409v1_genomic
0000000609	7_40	K11060_3	50.6	2.7e-14	entB	-	KEGG	probable enterotoxin B	GCA_009874095_1_ASM987409v1_genomic
0000000885	10_78	K11060_3	53.7	3e-15	entB	-	KEGG	probable enterotoxin B	GCA_009874095_1_ASM987409v1_genomic
0000000885	10_78	K11063_6	85	3.9999999999999997e-25	tcdAB	-	KEGG	toxin A\/B	GCA_009874095_1_ASM987409v1_genomic
0000000886	10_79	K11063_6	78.9	2.8000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	GCA_009874095_1_ASM987409v1_genomic
0000000943	11_51	PF02742.10	45.6	1.2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874095_1_ASM987409v1_genomic
0000000952	11_60	PF01325.14	42.3	1.5e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874095_1_ASM987409v1_genomic
0000000952	11_60	PF02742.10	47.7	2.7e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874095_1_ASM987409v1_genomic
0000001029	11_137	PF00903.20	47.8	3.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874095_1_ASM987409v1_genomic
0000001585	18_61	PF01325.14	40.5	5.7e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874095_1_ASM987409v1_genomic
0000001636	19_51	PF01636.18	52.2	2e-14	APH	-	PFAM	Phosphotransferase enzyme family	GCA_009874095_1_ASM987409v1_genomic
0000001662	20_20	PF13958.1	140.8	8.6e-42	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874095_1_ASM987409v1_genomic
0000001671	20_29	PF13958.1	131.9	4.7999999999999997e-39	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874095_1_ASM987409v1_genomic
0000001705	20_63	PF02452.12	72.6	8e-21	PemK	-	PFAM	PemK-like protein	GCA_009874095_1_ASM987409v1_genomic
0000001804	22_30	PF07883.6	45.6	1.1e-12	Cupin_2	-	PFAM	Cupin domain	GCA_009874095_1_ASM987409v1_genomic
0000001860	22_86	PF00717.18	54.8	1.5e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874095_1_ASM987409v1_genomic
0000001861	22_87	PF00717.18	58.8	8.8e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874095_1_ASM987409v1_genomic
0000001876	22_102	PF00881.19	108.6	7.799999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874095_1_ASM987409v1_genomic
0000001883	22_109	PF00675.15	63.9	4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	GCA_009874095_1_ASM987409v1_genomic
0000001883	22_109	PF05193.16	48.7	2e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_009874095_1_ASM987409v1_genomic
0000001884	22_110	PF05193.16	87	3.4e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_009874095_1_ASM987409v1_genomic
0000002327	28_48	PF00717.18	55.6	8.7e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874095_1_ASM987409v1_genomic
0000002327	28_48	PF10502.4	47.2	4.3e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	GCA_009874095_1_ASM987409v1_genomic
0000002426	30_33	PF14057.1	642.9	2e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_009874095_1_ASM987409v1_genomic
0000002639	33_81	PF00881.19	103.9	2.2000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874095_1_ASM987409v1_genomic
0000002772	35_1	K11063_6	116.2	1.5e-34	tcdAB	-	KEGG	toxin A\/B	GCA_009874095_1_ASM987409v1_genomic
0000002904	38_8	K03699_483	530.6	5.499999999999999e-160	tlyC	-	KEGG	putative hemolysin	GCA_009874095_1_ASM987409v1_genomic
0000003027	41_10	PF02742.10	42.5	1.1e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874095_1_ASM987409v1_genomic
0000003225	44_99	PF00903.20	46.8	7.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874095_1_ASM987409v1_genomic
0000003256	44_130	PF00881.19	114	1.7999999999999998e-33	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874095_1_ASM987409v1_genomic
0000003262	44_136	K03699_483	274.1	3.7999999999999996e-82	tlyC	-	KEGG	putative hemolysin	GCA_009874095_1_ASM987409v1_genomic
0000003270	44_144	PF01636.18	75	2.1e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_009874095_1_ASM987409v1_genomic
0000003415	48_30	PF04734.8	53.7	2.4e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	GCA_009874095_1_ASM987409v1_genomic
0000003432	49_15	K10815_8	54.3	1.8e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	GCA_009874095_1_ASM987409v1_genomic
0000003433	49_16	K10816_8	67.3	2.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	GCA_009874095_1_ASM987409v1_genomic
0000003441	49_24	PF00717.18	49.4	7.4e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874095_1_ASM987409v1_genomic
0000003457	50_9	PF13950.1	81.7	7.599999999999999e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	GCA_009874095_1_ASM987409v1_genomic
0000003531	53_1	PF02742.10	61.5	1.3e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874095_1_ASM987409v1_genomic
0000003531	53_1	PF01325.14	46.5	7.5e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874095_1_ASM987409v1_genomic
0000003711	56_5	PF07883.6	62.8	4.4e-18	Cupin_2	-	PFAM	Cupin domain	GCA_009874095_1_ASM987409v1_genomic
0000003786	59_14	PF02742.10	44.9	2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874095_1_ASM987409v1_genomic
0000003787	59_15	PF02742.10	46.2	7.5e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874095_1_ASM987409v1_genomic
0000003792	59_20	PF02452.12	100.7	1.3999999999999998e-29	PemK	-	PFAM	PemK-like protein	GCA_009874095_1_ASM987409v1_genomic
0000003984	66_105	PF00881.19	80.3	3.9e-23	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874095_1_ASM987409v1_genomic
0000004107	77_49	PF00881.19	103.5	2.9000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874095_1_ASM987409v1_genomic
0000004108	77_50	PF00903.20	45.6	1.9e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874095_1_ASM987409v1_genomic
0000004178	78_6	PF05105.7	74	2.1e-21	Phage_holin_4	-	PFAM	Holin family	GCA_009874095_1_ASM987409v1_genomic
0000004178	78_6	TIGR01593	57.6	2.8e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_009874095_1_ASM987409v1_genomic
0000004372	95_28	PF00881.19	84.8	1.5999999999999999e-24	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874095_1_ASM987409v1_genomic
0000000028	1_28	PF00903.20	60.9	3.3e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874135_1_ASM987413v1_genomic
0000000076	1_76	PF03372.18	94.7	2.4e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	GCA_009874135_1_ASM987413v1_genomic
0000000095	1_95	K11068_1278_95_625	199.4	1.1000000000000002e-59	hlyIII	-	KEGG	hemolysin III	GCA_009874135_1_ASM987413v1_genomic
0000000162	2_54	PF13958.1	124.5	8.7e-37	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874135_1_ASM987413v1_genomic
0000000325	4_8	PF02452.12	102.3	4.7000000000000004e-30	PemK	-	PFAM	PemK-like protein	GCA_009874135_1_ASM987413v1_genomic
0000000341	4_24	PF07883.6	69.5	3.7e-20	Cupin_2	-	PFAM	Cupin domain	GCA_009874135_1_ASM987413v1_genomic
0000000345	4_28	PF07883.6	55.7	7.5e-16	Cupin_2	-	PFAM	Cupin domain	GCA_009874135_1_ASM987413v1_genomic
0000000360	4_43	PF13091.1	95.8	4.600000000000001e-28	PLDc_2	-	PFAM	PLD-like domain	GCA_009874135_1_ASM987413v1_genomic
0000000418	5_7	PF02742.10	42.4	1.2e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874135_1_ASM987413v1_genomic
0000000418	5_7	PF01325.14	40.8	4.4e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874135_1_ASM987413v1_genomic
0000000466	5_55	PF07927.7	60	4.3e-17	YcfA	-	PFAM	YcfA-like protein	GCA_009874135_1_ASM987413v1_genomic
0000000501	6_12	PF07883.6	42.2	1.2e-11	Cupin_2	-	PFAM	Cupin domain	GCA_009874135_1_ASM987413v1_genomic
0000000556	6_67	K11060_3	44	2.7e-12	entB	-	KEGG	probable enterotoxin B	GCA_009874135_1_ASM987413v1_genomic
0000000707	8_59	K11060_3	50.6	2.7e-14	entB	-	KEGG	probable enterotoxin B	GCA_009874135_1_ASM987413v1_genomic
0000000720	8_72	PF00903.20	46.1	1.3e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874135_1_ASM987413v1_genomic
0000000731	8_83	PF07883.6	48.8	1.1e-13	Cupin_2	-	PFAM	Cupin domain	GCA_009874135_1_ASM987413v1_genomic
0000000947	11_51	PF02742.10	45.6	1.2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874135_1_ASM987413v1_genomic
0000000956	11_60	PF01325.14	42.3	1.5e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874135_1_ASM987413v1_genomic
0000000956	11_60	PF02742.10	47.7	2.7e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874135_1_ASM987413v1_genomic
0000001033	11_137	PF00903.20	47.8	3.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874135_1_ASM987413v1_genomic
0000001162	12_78	K11063_6	85	3.9999999999999997e-25	tcdAB	-	KEGG	toxin A\/B	GCA_009874135_1_ASM987413v1_genomic
0000001162	12_78	K11060_3	53.7	3e-15	entB	-	KEGG	probable enterotoxin B	GCA_009874135_1_ASM987413v1_genomic
0000001163	12_79	K11063_6	78.9	2.8000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	GCA_009874135_1_ASM987413v1_genomic
0000001522	17_59	PF01325.14	40.5	5.7e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874135_1_ASM987413v1_genomic
0000001573	18_51	PF01636.18	52.2	2e-14	APH	-	PFAM	Phosphotransferase enzyme family	GCA_009874135_1_ASM987413v1_genomic
0000001599	19_20	PF13958.1	140.8	8.6e-42	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874135_1_ASM987413v1_genomic
0000001608	19_29	PF13958.1	131.9	4.7999999999999997e-39	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874135_1_ASM987413v1_genomic
0000001642	19_63	PF02452.12	72.6	8e-21	PemK	-	PFAM	PemK-like protein	GCA_009874135_1_ASM987413v1_genomic
0000001901	22_118	PF00881.19	103.9	2.2000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874135_1_ASM987413v1_genomic
0000002220	26_48	PF00717.18	55.6	8.7e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874135_1_ASM987413v1_genomic
0000002220	26_48	PF10502.4	47.2	4.3e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	GCA_009874135_1_ASM987413v1_genomic
0000002319	28_33	PF14057.1	642.9	2e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_009874135_1_ASM987413v1_genomic
0000002628	33_71	PF05193.16	87	3.4e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_009874135_1_ASM987413v1_genomic
0000002629	33_72	PF05193.16	48.7	2e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_009874135_1_ASM987413v1_genomic
0000002629	33_72	PF00675.15	63.9	4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	GCA_009874135_1_ASM987413v1_genomic
0000002636	33_79	PF00881.19	108.6	7.799999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874135_1_ASM987413v1_genomic
0000002651	33_94	PF00717.18	58.8	8.8e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874135_1_ASM987413v1_genomic
0000002652	33_95	PF00717.18	54.8	1.5e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874135_1_ASM987413v1_genomic
0000002708	33_151	PF07883.6	45.6	1.1e-12	Cupin_2	-	PFAM	Cupin domain	GCA_009874135_1_ASM987413v1_genomic
0000002785	35_7	K03699_483	530.6	5.499999999999999e-160	tlyC	-	KEGG	putative hemolysin	GCA_009874135_1_ASM987413v1_genomic
0000002918	38_10	PF02742.10	42.5	1.1e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874135_1_ASM987413v1_genomic
0000003238	44_97	PF00903.20	46.8	7.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874135_1_ASM987413v1_genomic
0000003269	44_128	PF00881.19	114	1.7999999999999998e-33	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874135_1_ASM987413v1_genomic
0000003275	44_134	K03699_483	274.1	3.7999999999999996e-82	tlyC	-	KEGG	putative hemolysin	GCA_009874135_1_ASM987413v1_genomic
0000003283	44_142	PF01636.18	75	2.1e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_009874135_1_ASM987413v1_genomic
0000003317	45_30	PF04734.8	53.7	2.4e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	GCA_009874135_1_ASM987413v1_genomic
0000003334	46_15	K10815_8	54.3	1.8e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	GCA_009874135_1_ASM987413v1_genomic
0000003335	46_16	K10816_8	67.3	2.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	GCA_009874135_1_ASM987413v1_genomic
0000003343	46_24	PF00717.18	49.4	7.4e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874135_1_ASM987413v1_genomic
0000003359	47_9	PF13950.1	81.7	7.599999999999999e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	GCA_009874135_1_ASM987413v1_genomic
0000003512	53_1	PF02742.10	61.5	1.3e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874135_1_ASM987413v1_genomic
0000003512	53_1	PF01325.14	46.5	7.5e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874135_1_ASM987413v1_genomic
0000003545	54_5	PF07883.6	62.8	4.4e-18	Cupin_2	-	PFAM	Cupin domain	GCA_009874135_1_ASM987413v1_genomic
0000003610	55_49	PF00881.19	103.5	2.9000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874135_1_ASM987413v1_genomic
0000003611	55_50	PF00903.20	45.6	1.9e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874135_1_ASM987413v1_genomic
0000003776	59_14	PF01325.14	41	4e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874135_1_ASM987413v1_genomic
0000003988	68_4	PF02452.12	100.7	1.3999999999999998e-29	PemK	-	PFAM	PemK-like protein	GCA_009874135_1_ASM987413v1_genomic
0000004034	73_6	PF05105.7	74	2.1e-21	Phage_holin_4	-	PFAM	Holin family	GCA_009874135_1_ASM987413v1_genomic
0000004034	73_6	TIGR01593	57.6	2.8e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_009874135_1_ASM987413v1_genomic
0000004159	77_105	PF00881.19	80.3	3.9e-23	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874135_1_ASM987413v1_genomic
0000004210	85_1	K11063_6	117.1	8.199999999999999e-35	tcdAB	-	KEGG	toxin A\/B	GCA_009874135_1_ASM987413v1_genomic
0000004370	95_28	PF00881.19	84.8	1.5999999999999999e-24	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874135_1_ASM987413v1_genomic
0000000028	1_28	PF00881.19	84.8	1.5999999999999999e-24	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874145_1_ASM987414v1_genomic
0000000141	2_29	PF00903.20	60.9	3.3e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874145_1_ASM987414v1_genomic
0000000189	2_77	PF03372.18	94.7	2.4e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	GCA_009874145_1_ASM987414v1_genomic
0000000208	2_96	K11068_1278_95_625	199.4	1.1000000000000002e-59	hlyIII	-	KEGG	hemolysin III	GCA_009874145_1_ASM987414v1_genomic
0000000275	3_54	PF13958.1	124.5	8.7e-37	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874145_1_ASM987414v1_genomic
0000000433	5_8	PF02452.12	102.3	4.7000000000000004e-30	PemK	-	PFAM	PemK-like protein	GCA_009874145_1_ASM987414v1_genomic
0000000449	5_24	PF07883.6	69.5	3.7e-20	Cupin_2	-	PFAM	Cupin domain	GCA_009874145_1_ASM987414v1_genomic
0000000453	5_28	PF07883.6	55.7	7.5e-16	Cupin_2	-	PFAM	Cupin domain	GCA_009874145_1_ASM987414v1_genomic
0000000468	5_43	PF13091.1	95.8	4.600000000000001e-28	PLDc_2	-	PFAM	PLD-like domain	GCA_009874145_1_ASM987414v1_genomic
0000000526	6_7	PF02742.10	42.4	1.2e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874145_1_ASM987414v1_genomic
0000000526	6_7	PF01325.14	40.8	4.4e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874145_1_ASM987414v1_genomic
0000000574	6_55	PF07927.7	60	4.3e-17	YcfA	-	PFAM	YcfA-like protein	GCA_009874145_1_ASM987414v1_genomic
0000000609	7_12	PF07883.6	42.2	1.2e-11	Cupin_2	-	PFAM	Cupin domain	GCA_009874145_1_ASM987414v1_genomic
0000000664	7_67	K11060_3	44	2.7e-12	entB	-	KEGG	probable enterotoxin B	GCA_009874145_1_ASM987414v1_genomic
0000000756	8_75	K11063_6	115.7	2.2e-34	tcdAB	-	KEGG	toxin A\/B	GCA_009874145_1_ASM987414v1_genomic
0000000815	9_59	K11060_3	50.6	2.7e-14	entB	-	KEGG	probable enterotoxin B	GCA_009874145_1_ASM987414v1_genomic
0000000828	9_72	PF00903.20	46.1	1.3e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874145_1_ASM987414v1_genomic
0000000839	9_83	PF07883.6	48.8	1.1e-13	Cupin_2	-	PFAM	Cupin domain	GCA_009874145_1_ASM987414v1_genomic
0000000979	11_51	PF02742.10	45.6	1.2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874145_1_ASM987414v1_genomic
0000000988	11_60	PF01325.14	42.3	1.5e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874145_1_ASM987414v1_genomic
0000000988	11_60	PF02742.10	47.7	2.7e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874145_1_ASM987414v1_genomic
0000001065	11_137	PF00903.20	47.8	3.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874145_1_ASM987414v1_genomic
0000001253	12_78	K11063_6	85	3.9999999999999997e-25	tcdAB	-	KEGG	toxin A\/B	GCA_009874145_1_ASM987414v1_genomic
0000001253	12_78	K11060_3	53.7	3e-15	entB	-	KEGG	probable enterotoxin B	GCA_009874145_1_ASM987414v1_genomic
0000001254	12_79	K11063_6	78.9	2.8000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	GCA_009874145_1_ASM987414v1_genomic
0000001578	17_20	PF13958.1	140.8	8.5e-42	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874145_1_ASM987414v1_genomic
0000001587	17_29	PF13958.1	131.9	4.7999999999999997e-39	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	GCA_009874145_1_ASM987414v1_genomic
0000001621	17_63	PF02452.12	72.6	8e-21	PemK	-	PFAM	PemK-like protein	GCA_009874145_1_ASM987414v1_genomic
0000002043	22_177	PF01636.18	52.2	2e-14	APH	-	PFAM	Phosphotransferase enzyme family	GCA_009874145_1_ASM987414v1_genomic
0000002097	23_48	PF10502.4	47.2	4.3e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	GCA_009874145_1_ASM987414v1_genomic
0000002097	23_48	PF00717.18	55.6	8.6e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874145_1_ASM987414v1_genomic
0000002269	26_29	PF14057.1	642.9	2e-194	GGGtGRT	-	PFAM	GGGtGRT protein	GCA_009874145_1_ASM987414v1_genomic
0000002482	31_5	K03699_483	530.6	5.499999999999999e-160	tlyC	-	KEGG	putative hemolysin	GCA_009874145_1_ASM987414v1_genomic
0000002684	33_117	PF00881.19	103.9	2.2000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874145_1_ASM987414v1_genomic
0000002863	36_10	PF02742.10	42.5	1.1e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874145_1_ASM987414v1_genomic
0000003063	41_30	PF04734.8	53.7	2.4e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	GCA_009874145_1_ASM987414v1_genomic
0000003080	42_15	K10815_8	54.3	1.8e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	GCA_009874145_1_ASM987414v1_genomic
0000003081	42_16	K10816_8	67.3	2.2e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	GCA_009874145_1_ASM987414v1_genomic
0000003089	42_24	PF00717.18	49.4	7.4e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874145_1_ASM987414v1_genomic
0000003105	43_9	PF13950.1	81.7	7.599999999999999e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	GCA_009874145_1_ASM987414v1_genomic
0000003153	44_30	PF07883.6	45.6	1.1e-12	Cupin_2	-	PFAM	Cupin domain	GCA_009874145_1_ASM987414v1_genomic
0000003209	44_86	PF00717.18	54.8	1.5e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874145_1_ASM987414v1_genomic
0000003210	44_87	PF00717.18	58.8	8.8e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	GCA_009874145_1_ASM987414v1_genomic
0000003225	44_102	PF00881.19	108.6	7.799999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874145_1_ASM987414v1_genomic
0000003232	44_109	PF00675.15	63.9	4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	GCA_009874145_1_ASM987414v1_genomic
0000003232	44_109	PF05193.16	48.7	2e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_009874145_1_ASM987414v1_genomic
0000003233	44_110	PF05193.16	87	3.4e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	GCA_009874145_1_ASM987414v1_genomic
0000003411	49_1	PF01325.14	46.5	7.5e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874145_1_ASM987414v1_genomic
0000003411	49_1	PF02742.10	61.5	1.3e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	GCA_009874145_1_ASM987414v1_genomic
0000003504	51_5	PF07883.6	62.8	4.4e-18	Cupin_2	-	PFAM	Cupin domain	GCA_009874145_1_ASM987414v1_genomic
0000003582	55_1	PF01325.14	40.5	5.7e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874145_1_ASM987414v1_genomic
0000003731	56_14	PF01325.14	41	4e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	GCA_009874145_1_ASM987414v1_genomic
0000003803	63_3	PF02452.12	100.7	1.3999999999999998e-29	PemK	-	PFAM	PemK-like protein	GCA_009874145_1_ASM987414v1_genomic
0000003929	66_97	PF00903.20	46.8	7.7e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874145_1_ASM987414v1_genomic
0000003960	66_128	PF00881.19	114	1.7999999999999998e-33	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874145_1_ASM987414v1_genomic
0000003966	66_134	K03699_483	274.1	3.7999999999999996e-82	tlyC	-	KEGG	putative hemolysin	GCA_009874145_1_ASM987414v1_genomic
0000003974	66_142	PF01636.18	75	2.1e-21	APH	-	PFAM	Phosphotransferase enzyme family	GCA_009874145_1_ASM987414v1_genomic
0000004005	70_6	PF05105.7	74	2.1e-21	Phage_holin_4	-	PFAM	Holin family	GCA_009874145_1_ASM987414v1_genomic
0000004005	70_6	TIGR01593	57.6	2.8e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	GCA_009874145_1_ASM987414v1_genomic
0000004093	77_49	PF00881.19	103.5	2.9000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874145_1_ASM987414v1_genomic
0000004094	77_50	PF00903.20	45.6	1.9e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874145_1_ASM987414v1_genomic
0000004312	88_105	PF00881.19	80.3	3.9e-23	Nitroreductase	-	PFAM	Nitroreductase family	GCA_009874145_1_ASM987414v1_genomic
0000000043	8_28	PF00903.20	60.9	3.3e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	GCA_009874155_1_ASM987415v1_genomic
